BOF Annual Report #,Subject,Proposed By,Action,Subject Details,Sources Cited (Subject),Proposer Details,Sources Cited (Proposer),Recommend Deeper Dive?,Recommendation Reasoning,source_sheet,subject_text,action_text,reasoning_text,proposer_text,status,technology_clusters,primary_cluster,proposer_type,year,is_approved,is_rejected,is_investigating,source_file
1898-1899,"Conversion of 3.2 inch gun into subcaliber
tube",Chief of Ordnance,Recommended,"The Driggs-Seabury 3.2-inch minimun recoil field carriage. It is mentioned because the producers, after exprimenting with the gun decided to modify it by submitting within a few weeks and entirely new gun and carriage.","-Annual Report of the Board of Ordnance and Fortification, 1898-99, Page 9",Driggs-Seabury Ordnance Company was founded in 1897 by William H. Driggs and Samuel Sabury (US Navy Officers) as an artillery contractor for the Army and Navy. It eventually became a motor company and its ulitimate fate is unclear.,https://en.wikipedia.org/wiki/Driggs-Seabury,No,"Interesting subject, however, it is covered much more extensively in other reports",Sheet1,"Conversion of 3.2 inch gun into subcaliber
tube",Recommended,"Interesting subject, however, it is covered much more extensively in other reports",Chief of Ordnance,Investigating,['Artillery'],Artillery,Government,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Diaphragm shell,Willard S. Isham,Allotment,"The ""Isham shell"" was a shrapnel shell designed to prevent premature bursting. It is discussed in relation to thorium and a combination of the shell with a thorium payload is commonly discussed. In the end, the Board was sceptical of the proposal and Isham withdrew his design.","-Annual Report of the Board of Ordnance and Fortification, 1898-99, Page 10","Apart from the author's name, and his partnership with Mr. Tuttle, nothing else is known about him", ,No,"Never reached prototype stage, thorium aspect already discussed elsewhere",Sheet1,Diaphragm shell,Allotment,"Never reached prototype stage, thorium aspect already discussed elsewhere",Willard S. Isham,Investigating,['Explosives'],Explosives,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Air ship,A. K. de St. Chamas,Not recommended, , , , ,No, ,Sheet1,Air ship,Not recommended,,A. K. de St. Chamas,Investigating,[],Other/Unclassified,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Air ship,L. C. Adamson,Not recommended, , , , ,No, ,Sheet1,Air ship,Not recommended,,L. C. Adamson,Investigating,[],Other/Unclassified,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Air ship,A. G. Cummings,Not recommended, , , , ,No, ,Sheet1,Air ship,Not recommended,,A. G. Cummings,Investigating,[],Other/Unclassified,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Parkhurst magazine clip,L. E. Warren,Referred to Chief of Ordnance,tested but never used, ,Lack of available information, ,No,Lack of information,Sheet1,Parkhurst magazine clip,Referred to Chief of Ordnance,Lack of information,L. E. Warren,Investigating,[],Other/Unclassified,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Purchase of pneumatic dynamite guns,Senate amendment,Not recommended, , , , ,No, ,Sheet1,Purchase of pneumatic dynamite guns,Not recommended,,Senate amendment,Investigating,[],Other/Unclassified,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Plan for stoking furnaces,Capt. D. B. Devore.,Outside province of Board, , , , ,No, ,Sheet1,Plan for stoking furnaces,Outside province of Board,,Capt. D. B. Devore.,Investigating,[],Other/Unclassified,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Range finder,J.E. Melton,Not recommended, , , , ,No, ,Sheet1,Range finder,Not recommended,,J.E. Melton,Investigating,['Fortification and Engineering'],Fortification and Engineering,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Bomb-dropping device,Warren W. Howard,Not recommended, , , , ,No, ,Sheet1,Bomb-dropping device,Not recommended,,Warren W. Howard,Investigating,[],Other/Unclassified,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Stationary submarine boat,F. Rossi,Not recommended, , , , ,No, ,Sheet1,Stationary submarine boat,Not recommended,,F. Rossi,Investigating,[],Other/Unclassified,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Military kite,J. F. Pickering,Not recommended, , , , ,, ,Sheet1,Military kite,Not recommended,,J. F. Pickering,Investigating,[],Other/Unclassified,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Bore sponge,John L. Dame,Not recommended,, , , ,No, ,Sheet1,Bore sponge,Not recommended,,John L. Dame,Investigating,[],Other/Unclassified,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Air ship,B. H. Balensiefer,Not recommended, , , , ,No, ,Sheet1,Air ship,Not recommended,,B. H. Balensiefer,Investigating,[],Other/Unclassified,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Air ship,W. D. Custead,Not recommended, , , , ,No, ,Sheet1,Air ship,Not recommended,,W. D. Custead,Investigating,[],Other/Unclassified,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Air ship,J. M. O'Noall,Not recommended, , , , ,No, ,Sheet1,Air ship,Not recommended,,J. M. O'Noall,Investigating,[],Other/Unclassified,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Air ship,William F. Morrison,Not recommended, , , , ,No, ,Sheet1,Air ship,Not recommended,,William F. Morrison,Investigating,[],Other/Unclassified,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Fire-control system at Fort Wadsworth,F. M. Henderson,Not recommended, , , , ,No, ,Sheet1,Fire-control system at Fort Wadsworth,Not recommended,,F. M. Henderson,Investigating,['Fortification and Engineering'],Fortification and Engineering,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,"Changes in electrical dol equipment of 10. Inch gun carriage
",Board of Ordnance and Fortification,"Board on Regulation of Sea-Coast Artillery Fire, report",Part of testing proccess of 10-inch Howell disappearing carriage,"-Annual Report of the Board of Ordnance and Fortification, 1898-99, Page 8",Internal action, ,No,"Not an invention, merely part of the testing proccess",Sheet1,Changes in electrical dol equipment of 10. Inch gun carriage,"Board on Regulation of Sea-Coast Artillery Fire, report","Not an invention, merely part of the testing proccess",Board of Ordnance and Fortification,Investigating,['Artillery'],Artillery,Government,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Changes in electrical equipment of 10. Inch gun carriage,Board of officers,Allotment,Part of testing proccess of 10-inch Howell disappearing carriage,"-Annual Report of the Board of Ordnance and Fortification, 1898-99, Page 8",Internal action, ,No,"Not an invention, merely part of the testing proccess",Sheet1,Changes in electrical equipment of 10. Inch gun carriage,Allotment,"Not an invention, merely part of the testing proccess",Board of officers,Investigating,['Artillery'],Artillery,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,"Railway mount, drawings for",Engineer member,Allotment,No information forthcoming, , , ,No,No available information ,Sheet1,"Railway mount, drawings for",Allotment,No available information,Engineer member,Investigating,[],Other/Unclassified,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Facilities for manufacture of optical instruments,Warner & Swasey,Filed,"Funding for development of domestic optics company Warner and Swasey. Likely in order to offset dependence on foreign optical imports for military usage (binoculars, sights, telescopes). Can be said to be a 19th century form of industrial policy.",https://en.wikipedia.org/wiki/Warner_%26_Swasey_Company,"Warner and Swasey was founded in 1880 in Cleveland, Ohio. It's focus was on producing milling machines and telescopes, the latter of which peaked the interest of the US Navy, which became a regular customer. Bendix Corporation bought the company in 1980.",https://en.wikipedia.org/wiki/Warner_%26_Swasey_Company,Yes,"The fact that the Board of Ordnance was directly financing a private company to construct a manufacturing plant is very interesting. It is a primitive form of industrial policy and may have had a direct effect on the fact that the US developed its own optics industry in the 1900s, soon after this investment. Definitely worthy of investigation.",Sheet1,Facilities for manufacture of optical instruments,Filed,"The fact that the Board of Ordnance was directly financing a private company to construct a manufacturing plant is very interesting. It is a primitive form of industrial policy and may have had a direct effect on the fact that the US developed its own optics industry in the 1900s, soon after this investment. Definitely worthy of investigation.",Warner & Swasey,Investigating,['Communications and Observation'],Communications and Observation,Government,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Magnetic clutch apparatus for electrical egipment; proposition,Daniel Bacon,Accepted,"Design is unclear, was never adopted", , , ,No,No available information ,Sheet1,Magnetic clutch apparatus for electrical egipment; proposition,Accepted,No available information,Daniel Bacon,Approved,[],Other/Unclassified,Private,1898,1,0,0,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Type electrical equipment of tools,Chief of Engineers,Recommended,"Design is unclear, was never adopted", , , ,No,No available information ,Sheet1,Type electrical equipment of tools,Recommended,No available information,Chief of Engineers,Investigating,[],Other/Unclassified,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Range finder,John F. Sickels,Not recommended, , , , ,No,,Sheet1,Range finder,Not recommended,nan,John F. Sickels,Investigating,['Fortification and Engineering'],Fortification and Engineering,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Time aud percussion fuse,Joseph A. Walsh,To be tested,"Was tested in 1900, ended up being rejected","-Annual Report of the Board of Ordnance and Fortification, 1900",No information forthcoming, ,No,Never reached prototype stage,Sheet1,Time aud percussion fuse,To be tested,Never reached prototype stage,Joseph A. Walsh,Investigating,['Explosives'],Explosives,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Airship,R. P. Jarvis,Not recommended, , , , ,No, ,Sheet1,Airship,Not recommended,,R. P. Jarvis,Investigating,[],Other/Unclassified,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Airship,Albert Just,Not recommended, , , , ,No, ,Sheet1,Airship,Not recommended,,Albert Just,Investigating,[],Other/Unclassified,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Airship,M. F. Orlttenden,Not recommended, , , , ,No, ,Sheet1,Airship,Not recommended,,M. F. Orlttenden,Investigating,[],Other/Unclassified,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Airship,A. F. McAllister.,Not recommended, , , , ,No, ,Sheet1,Airship,Not recommended,,A. F. McAllister.,Investigating,[],Other/Unclassified,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Wireless telegraphy,Board of Ordnance and Fortification,"Lieut. I. N. Lewis to conduct
tests","Shortly after the invention of wireless telegraphy by Guglielmo Marconi in 1897, the Board began experiments on adopting it for military use. Despite being a bit premature wireless telegraphy (radio) had a giant impact on warfare and is used extensively to this day. This utilization of ""emerging tech"" illustrates the forward looking nature of the Board of Ordance. ","Annual Report of the Board of Ordnance and Fortification, 1898-99","I. N. Lewis was a famous inventor, most well-know for the invetion of the Lewis gun, a breakthrough light machine gun used extensively by the Entente in WW1. His expriments with wireless telegraphy were before his rise to fame.",https://en.wikipedia.org/wiki/Isaac_Newton_Lewis,Yes,"Fascinating story of early experimentation with emerging tech, however, currently lack sufficient information to fully understand the proccess.",Sheet1,Wireless telegraphy,"Lieut. I. N. Lewis to conduct
tests","Fascinating story of early experimentation with emerging tech, however, currently lack sufficient information to fully understand the proccess.",Board of Ordnance and Fortification,Investigating,['Communications and Observation'],Communications and Observation,Government,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Intrenching tool,J. D. Rhodes,Postponed,"Rejected in the 1900 report, no other information is available","Annual Report of the Board of Ordnance and Fortification, 1900",No information forthcoming, ,No,Never reached prototype stage,Sheet1,Intrenching tool,Postponed,Never reached prototype stage,J. D. Rhodes,Investigating,[],Other/Unclassified,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,"Conversion of pneumatic mortar carriage
into spring-return type",Pneunmatic Gun Carriage and Power Co.,Referred to Chief of Ordnance, , , , ,No, ,Sheet1,"Conversion of pneumatic mortar carriage
into spring-return type",Referred to Chief of Ordnance,,Pneunmatic Gun Carriage and Power Co.,Investigating,['Artillery'],Artillery,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Automatic machine rifle,S. N. McClean,Allotment,"Machine gun prototype, led to the development of the Lewis Gun",https://smallarmsreview.com/samuel-mccleans-automatic-rifle/,"Weapons designer, had a very succesful career in General Motors",https://smallarmsreview.com/samuel-mccleans-automatic-rifle/,Yes,Interesting to consider as part of the development proccess of the Lewis Gun,Sheet1,Automatic machine rifle,Allotment,Interesting to consider as part of the development proccess of the Lewis Gun,S. N. McClean,Investigating,['Small Arms'],Small Arms,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,System of electrical equipment; offer,Sprague Electric Co,Accepted,"Sprague Electric Co proposed installing electrical systems in US Coastal Forts. However, this offer ended up in limbo and there is no record of it being executed.","Annual Report of the Board of Ordnance and Fortification, 1898-99","Sprague was one of the pioneers of electrical technology, responsible for development of early electric streetcars, elevators and high-rise building electrification.",https://en.wikipedia.org/wiki/Frank_J._Sprague,Yes,Interesting interaction between electrical engineering genius and Board of Ordnance,Sheet1,System of electrical equipment; offer,Accepted,Interesting interaction between electrical engineering genius and Board of Ordnance,Sprague Electric Co,Approved,[],Other/Unclassified,Government,1898,1,0,0,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Combination position finder,"Board on Regulation of Sea-
Coast Artillery Fire",Allotment,Not adopted, , , ,No,Not adopted,Sheet1,Combination position finder,Allotment,Not adopted,"Board on Regulation of Sea-
Coast Artillery Fire",Investigating,[],Other/Unclassified,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,"Howell disappearing carriage, adoption
as type.",J. A. Howell,Recommended,"Admiral John Adams Howell invented the Howell disappearing gun carriage, which saw limited usage in coastal fortification.",https://en.wikipedia.org/wiki/John_Adams_Howell,"Howell was a US Navy Admiral who served in the US Civil and Spanish American Wars. He was also a prolific inventor, inveting the Howell torpedo and an amphibious lifeboat.",https://en.wikipedia.org/wiki/John_Adams_Howell,Yes,"One of the few successful Board inventions. In addition, not much information is publicly available online, meaning research into ths weapon could uncover new information.",Sheet1,"Howell disappearing carriage, adoption
as type.",Recommended,"One of the few successful Board inventions. In addition, not much information is publicly available online, meaning research into ths weapon could uncover new information.",J. A. Howell,Investigating,['Artillery'],Artillery,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Gun construction,G. Jared,Not recommended, , , , ,No, ,Sheet1,Gun construction,Not recommended,,G. Jared,Investigating,['Artillery'],Artillery,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Asbestus lining for cannon,W.J. Hendorson,Not recommended, , , , ,No, ,Sheet1,Asbestus lining for cannon,Not recommended,,W.J. Hendorson,Investigating,['Artillery'],Artillery,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Air ship,E. R. Powell,Not recommended, , , , ,No, ,Sheet1,Air ship,Not recommended,,E. R. Powell,Investigating,[],Other/Unclassified,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Railway mount,Engineer member,Chief of Ordnance for estimate, , , , ,No, ,Sheet1,Railway mount,Chief of Ordnance for estimate,,Engineer member,Investigating,[],Other/Unclassified,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Range gauge,F. C. Little,Not recommended, , , , ,No, ,Sheet1,Range gauge,Not recommended,,F. C. Little,Investigating,[],Other/Unclassified,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Field range finder,W. M. Pierce,Not recommended, , , , ,No, ,Sheet1,Field range finder,Not recommended,,W. M. Pierce,Investigating,['Fortification and Engineering'],Fortification and Engineering,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Funds for removing the proving battery at Sandy Hook,Chief of Ordnance,No authority, , , , ,No, ,Sheet1,Funds for removing the proving battery at Sandy Hook,No authority,,Chief of Ordnance,Investigating,['Fortification and Engineering'],Fortification and Engineering,Government,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,To determine safety of wet gun cotton,G. W. McMullen,Not recommended, , , , ,No, ,Sheet1,To determine safety of wet gun cotton,Not recommended,,G. W. McMullen,Investigating,['Artillery'],Artillery,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Adapting pillar-mount to 6-inch R. F. gun,Board of Ordnance and Fortification,Ordnance member for report,"Part of the Endicott-Board seacoast modernization program, whose goal was to modernize US Coastal defenses, this sought to create a new system ofr mounting guns for coastal defense. Experimented with but ultimately not adopted.",https://en.wikipedia.org/wiki/5-inch_gun_M1897?utm_source=chatgpt.com,Internal project of the Board of Ordnance anf Fortification,,No,Not significant,Sheet1,Adapting pillar-mount to 6-inch R. F. gun,Ordnance member for report,Not significant,Board of Ordnance and Fortification,Investigating,['Artillery'],Artillery,Government,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Air ship,John H. Crozier,Not recommended, , , , ,No, ,Sheet1,Air ship,Not recommended,,John H. Crozier,Investigating,[],Other/Unclassified,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Air ship,Karl Handel,Not recommended., , , , ,No, ,Sheet1,Air ship,Not recommended.,,Karl Handel,Investigating,[],Other/Unclassified,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Cartridge for multiple cannon ,Laronzo Masini,Not recommended, , , , ,No, ,Sheet1,Cartridge for multiple cannon,Not recommended,,Laronzo Masini,Investigating,['Artillery'],Artillery,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Air ship,Rudolph Monnig,Not recommended, , , , ,No, ,Sheet1,Air ship,Not recommended,,Rudolph Monnig,Investigating,[],Other/Unclassified,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Air ship,W. D. Custead,Not recommended, , , , ,No, ,Sheet1,Air ship,Not recommended,,W. D. Custead,Investigating,[],Other/Unclassified,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Projecting high explosivеs,G. Jared,Adverse action adhered to, , , , ,No, ,Sheet1,Projecting high explosivеs,Adverse action adhered to,,G. Jared,Investigating,[],Other/Unclassified,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Air ship,Charles Coltrin,Not recommended, , , , ,No, ,Sheet1,Air ship,Not recommended,,Charles Coltrin,Investigating,[],Other/Unclassified,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,"Device for making guns noiseless and
smokeless",Wm. M. Douglas,Not recommended, , , , ,No, ,Sheet1,"Device for making guns noiseless and
smokeless",Not recommended,,Wm. M. Douglas,Investigating,[],Other/Unclassified,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Torpedo kite,John E. McKenna,Not recommended, , , , ,, ,Sheet1,Torpedo kite,Not recommended,,John E. McKenna,Investigating,['Explosives'],Explosives,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,"10-inch disappearing carriage, report of test",Capt. O. B. Wheeler,"Adopted as type for 8, 10, and
12 inch guns", , , , ,No,"Not standalone invention, meant to test other dissappering guns, which were already discussed",Sheet1,"10-inch disappearing carriage, report of test","Adopted as type for 8, 10, and
12 inch guns","Not standalone invention, meant to test other dissappering guns, which were already discussed",Capt. O. B. Wheeler,Approved,['Artillery'],Artillery,Private,1898,1,0,0,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,"15 and 16 pounder R. F. guns, not purchased",Chief of Ordnance,Allotment revoked, , , , ,No, ,Sheet1,"15 and 16 pounder R. F. guns, not purchased",Allotment revoked,,Chief of Ordnance,Investigating,[],Other/Unclassified,Government,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,"5-inch pneumatic dynamite gun, test with special projectiles",Sims-Dudley Defense Co.,Action deferred,Covered extensively in the 1887-88 report,https://www.govinfo.gov/content/pkg/SERIALSET-03725_00_00-019-0021-0000/pdf/SERIALSET-03725_00_00-019-0021-0000.pdf, , ,No, ,Sheet1,"5-inch pneumatic dynamite gun, test with special projectiles",Action deferred,,Sims-Dudley Defense Co.,Investigating,['Artillery'],Artillery,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,McClean machine rifle,Chief of Ordnance,Deficiency allotment,See line 97, , , ,No, ,Sheet1,McClean machine rifle,Deficiency allotment,,Chief of Ordnance,Investigating,['Small Arms'],Small Arms,Government,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Projectile,B. F. Case,Insufficient data, , , , ,No, ,Sheet1,Projectile,Insufficient data,,B. F. Case,Investigating,[],Other/Unclassified,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Range telegraph,Electro-Dynamic Co,Action deferred, , , , ,,,Sheet1,Range telegraph,Action deferred,nan,Electro-Dynamic Co,Investigating,['Communications and Observation'],Communications and Observation,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Cartridge,H. H. Perkins,Not recomended, , , , ,No, ,Sheet1,Cartridge,Not recomended,,H. H. Perkins,Investigating,[],Other/Unclassified,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Ground missile,J. O. Schuler,Not recomended, , , , ,No, ,Sheet1,Ground missile,Not recomended,,J. O. Schuler,Investigating,[],Other/Unclassified,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Air ship,John H. Crozier,Not recomended, , , , ,No, ,Sheet1,Air ship,Not recomended,,John H. Crozier,Investigating,[],Other/Unclassified,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Bombshell,L. W. H. Thomason,Not recomended, , , , ,No, ,Sheet1,Bombshell,Not recomended,,L. W. H. Thomason,Investigating,[],Other/Unclassified,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Canteen and bayonet,Thurman Lindsey,Not recomended, , , , ,No, ,Sheet1,Canteen and bayonet,Not recomended,,Thurman Lindsey,Investigating,[],Other/Unclassified,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Air ship,Joseph Burke,Not recomended, , , , ,No, ,Sheet1,Air ship,Not recomended,,Joseph Burke,Investigating,[],Other/Unclassified,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Rubbershield,F. L. Michaelis,Not recomended, , , , ,No, ,Sheet1,Rubbershield,Not recomended,,F. L. Michaelis,Investigating,[],Other/Unclassified,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Movable breastwork roller,J. F. Schultz,Not recomended, , , , ,No, ,Sheet1,Movable breastwork roller,Not recomended,,J. F. Schultz,Investigating,[],Other/Unclassified,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Air ship,W. L. Nicholl,Not recomended, , , , ,No, ,Sheet1,Air ship,Not recomended,,W. L. Nicholl,Investigating,[],Other/Unclassified,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,"Squier-Crehore range finder, additional allotment",Lient. Geo. O. Squier,Not recomended, , , , ,No, ,Sheet1,"Squier-Crehore range finder, additional allotment",Not recomended,,Lient. Geo. O. Squier,Investigating,['Fortification and Engineering'],Fortification and Engineering,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,"Mountain gun, provisional type",Maxim-Nordenfelt Co,Recommended,,,,,,,Sheet1,"Mountain gun, provisional type",Recommended,nan,Maxim-Nordenfelt Co,Investigating,['Artillery'],Artillery,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,"Sims-Dudley projectiles, 45 remaining",Chief of Ordnance,For use in Philippines,See line 121,,,,,,Sheet1,"Sims-Dudley projectiles, 45 remaining",For use in Philippines,nan,Chief of Ordnance,Investigating,[],Other/Unclassified,Government,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Types of military imploments to be determined by Board of Ordnance and Fortification,Major-General Commanding,"Reports from Adjutant- General, Chief of Engineers, and Chief of Ordnance", , , , ,No,"Not an invention, topic that was discussed",Sheet1,Types of military imploments to be determined by Board of Ordnance and Fortification,"Reports from Adjutant- General, Chief of Engineers, and Chief of Ordnance","Not an invention, topic that was discussed",Major-General Commanding,Investigating,"['Artillery', 'Fortification and Engineering']",Artillery,Government,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Aerocurve flying machine,А. M. Herring,Not recommended, , , , ,No, ,Sheet1,Aerocurve flying machine,Not recommended,,А. M. Herring,Investigating,[],Other/Unclassified,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Westman torpedo,C. D. Westman,Not recommended, , , , ,No, ,Sheet1,Westman torpedo,Not recommended,,C. D. Westman,Investigating,['Explosives'],Explosives,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Range-finding attachment,F. H. Skinner,Not recommended, , , , ,No, ,Sheet1,Range-finding attachment,Not recommended,,F. H. Skinner,Investigating,[],Other/Unclassified,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Reflecting range finder,F. H. Skinner,Not recommended, , , , ,No, ,Sheet1,Reflecting range finder,Not recommended,,F. H. Skinner,Investigating,['Fortification and Engineering'],Fortification and Engineering,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Shell,Charles H. Miller,Not recommended, , , , ,No, ,Sheet1,Shell,Not recommended,,Charles H. Miller,Investigating,['Explosives'],Explosives,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Discussion of problems of aerial navigation,W.J. Woods,Filed, , , , ,No,"Not an invention, topic that was discussed",Sheet1,Discussion of problems of aerial navigation,Filed,"Not an invention, topic that was discussed",W.J. Woods,Investigating,[],Other/Unclassified,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Machine gun,F. Rossi,Not recommended, , , , ,No, ,Sheet1,Machine gun,Not recommended,,F. Rossi,Investigating,"['Artillery', 'Small Arms']",Artillery,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Photographing from captive balloons,Victor Enzian,Not recommended, , , , ,No, ,Sheet1,Photographing from captive balloons,Not recommended,,Victor Enzian,Investigating,[],Other/Unclassified,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Formula of high explosives,I. B. Thornton,Filed,"Explosive design, rejected in 1900 report","Annual Report of the Board of Ordnance and Fortification, 1900",Unknown, ,No,Information unavailable,Sheet1,Formula of high explosives,Filed,Information unavailable,I. B. Thornton,Investigating,[],Other/Unclassified,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Projectile,G. D. Sleeper,Not recommended, , , , ,No, ,Sheet1,Projectile,Not recommended,,G. D. Sleeper,Investigating,[],Other/Unclassified,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Airship,N. P. Hulett,Not recommended, , , , ,No, ,Sheet1,Airship,Not recommended,,N. P. Hulett,Investigating,[],Other/Unclassified,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Motive power for air ships,Daniel Waits,Not recommended, , , , ,No, ,Sheet1,Motive power for air ships,Not recommended,,Daniel Waits,Investigating,[],Other/Unclassified,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
