BOF Annual Report #,Subject,Proposed By,Action,Subject Details,Sources Cited (Subject),Proposer Details,Sources Cited (Proposer),Recommend Deeper Dive?,Recommendation Reasoning,source_sheet,subject_text,action_text,reasoning_text,proposer_text,status,technology_clusters,primary_cluster,proposer_type,year,is_approved,is_rejected,is_investigating,source_file
BOF.AR.11.1900-1901,"Wire-wound gun, increase in chamber capacity","Brown & Munsell, trustees",Authority given,"Gun with specific design that incorporated wrapping layers of steel wire around a central tube for a stronger, reinfornced structure. The gun was revolutionary for creating a construction system for heavy ordnance.","https://www.nytimes.com/1892/02/28/archives/the-brown-wirewound-gun-a-sample-fiveinch-cylinder-tested-yesterday.html#:~:text=BIRDSBOROUGH%2C%20Penn.%2C%20Feb.%2027.%20%2D%2D%20The%20system,auspices%20at%20the%20works%20of%20the%20Pennsylvania","Brown and Munsellwas part of the group  Birdsboro Steel to manufacture the Brown-wire wound gun. Birdsboro Steel manufactured ordnance equipment such as ammunitions, tanks, and artilleries for the US military. Brown and Munsell later sued the US government on 1918.","https://en.wikipedia.org/wiki/Birdsboro_Steel, https://www.casemine.com/judgement/us/5914ccebadd7b0493480e351 ",Yes,Same reason as above.,Sheet1,"Wire-wound gun, increase in chamber capacity",Authority given,Same reason as above.,"Brown & Munsell, trustees",Investigating,['Artillery'],Artillery,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,High explosive shell,Gen. M. Kirknor,Not recommended,,,,,No,,Sheet1,High explosive shell,Not recommended,nan,Gen. M. Kirknor,Investigating,['Explosives'],Explosives,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Torpedo gun,Major Unge,Ditto,,,,,No,,Sheet1,Torpedo gun,Ditto,nan,Major Unge,Investigating,"['Artillery', 'Explosives']",Artillery,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Gun and gun boot covers,Dr. E.t. Gibson,Ditto,,,,,No,,Sheet1,Gun and gun boot covers,Ditto,nan,Dr. E.t. Gibson,Investigating,['Artillery'],Artillery,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Canteen,Glotfelty & Wegand,Ditto,,,,,No,,Sheet1,Canteen,Ditto,nan,Glotfelty & Wegand,Investigating,[],Other/Unclassified,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Bicycle package carrier,Theo W. Roberts,Ditto,,,,,No,,Sheet1,Bicycle package carrier,Ditto,nan,Theo W. Roberts,Investigating,[],Other/Unclassified,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Field gun carriage,A.R. Coleman,Ditto,,,,,No,,Sheet1,Field gun carriage,Ditto,nan,A.R. Coleman,Investigating,['Artillery'],Artillery,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Indirect sighting,Geo M. Hammond,Ditto,,,,,No,,Sheet1,Indirect sighting,Ditto,nan,Geo M. Hammond,Investigating,[],Other/Unclassified,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Ball-bearing projectile,Jno M. Alford,Ditto,,,,,No,,Sheet1,Ball-bearing projectile,Ditto,nan,Jno M. Alford,Investigating,[],Other/Unclassified,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Explosive compound,W.W. Lawshe,Ditto,,,,,No,,Sheet1,Explosive compound,Ditto,nan,W.W. Lawshe,Investigating,['Explosives'],Explosives,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Noiseless cannon,Anton Flierboom,Ditto,,,,,No,,Sheet1,Noiseless cannon,Ditto,nan,Anton Flierboom,Investigating,['Artillery'],Artillery,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Shrapnell shell,J.N. Miller,Ditto,,,,,No,,Sheet1,Shrapnell shell,Ditto,nan,J.N. Miller,Investigating,['Explosives'],Explosives,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Asphyxiating shell,Luis Auban,Ditto,,,,,No,,Sheet1,Asphyxiating shell,Ditto,nan,Luis Auban,Investigating,['Explosives'],Explosives,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,"Subcaliber tube, 1-pounder",American Ordnance Co.,Tested,,,,,No,,Sheet1,"Subcaliber tube, 1-pounder",Tested,nan,American Ordnance Co.,Investigating,[],Other/Unclassified,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Disappearing carriage,Admiral J.A. Howell,Additional tests made,,,Rear Admiral who served during the American Civil War and the Spanish-American War. ,https://en.wikipedia.org/wiki/John_Adams_Howell,No,,Sheet1,Disappearing carriage,Additional tests made,nan,Admiral J.A. Howell,Investigating,['Artillery'],Artillery,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Replotting board,Capt. C.L. Phillips,Allotment,,,,,No,,Sheet1,Replotting board,Allotment,nan,Capt. C.L. Phillips,Investigating,[],Other/Unclassified,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Universal difference chart,Ditto,Ditto,,,,,No,,Sheet1,Universal difference chart,Ditto,nan,Ditto,Investigating,[],Other/Unclassified,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Three-pounder subcaliber tube,,Adopted as a type,,,,,No,,Sheet1,Three-pounder subcaliber tube,Adopted as a type,nan,nan,Approved,[],Other/Unclassified,Private,1900,1,0,0,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,One-pounder subcaliber tube,,Adopted as additional type,,,,,No,,Sheet1,One-pounder subcaliber tube,Adopted as additional type,nan,nan,Approved,[],Other/Unclassified,Private,1900,1,0,0,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Automatic pistol,Colt's Patent Fire Arms Co.,Reports of tests called for,Colt's semi-automatic pistol. The invention would later be modified to be widely used by the US military soldiers during both World Wars.,"https://static.hlt.bme.hu/semantics/external/pages/Amerikai_L%C5%91fegyversz%C3%B6vets%C3%A9g_NRA/en.wikipedia.org/wiki/M1911_pistol.html#:~:text=International%20users%5B%20edit%5D%20The%20German%20Volkssturm%20used,is%20identified%20by%20the%20unique%20slide%20catch.",American firearms manufacturer known for manufacturing revolvers and single-shot pistols. Colt's automatic pistols would later be used by the US military for both World Wars.,https://en.wikipedia.org/wiki/Colt%27s_Manufacturing_Company,Yes,"In comparison to the Luger pistol, it is interesting how the Colt pistols were also tested by the Board of Ordnance before it was distributed during the First World War. Comparing and contrasting how both pistols were used can bring insight into the way manufacturers competed with one another for firearm distribution.",Sheet1,Automatic pistol,Reports of tests called for,"In comparison to the Luger pistol, it is interesting how the Colt pistols were also tested by the Board of Ordnance before it was distributed during the First World War. Comparing and contrasting how both pistols were used can bring insight into the way manufacturers competed with one another for firearm distribution.",Colt's Patent Fire Arms Co.,Investigating,['Small Arms'],Small Arms,Government,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Ballistic board,Lieut. H.E. Cloke,Allotment,,,,,No,,Sheet1,Ballistic board,Allotment,nan,Lieut. H.E. Cloke,Investigating,[],Other/Unclassified,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Explosive,I. de Macar,Not recommended,,,,,No,,Sheet1,Explosive,Not recommended,nan,I. de Macar,Investigating,['Explosives'],Explosives,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,"Position finding houses, size, etc.",Board of Officers,Report approved,,,,,No,,Sheet1,"Position finding houses, size, etc.",Report approved,nan,Board of Officers,Approved,[],Other/Unclassified,Private,1900,1,0,0,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Belgian combination fuse,"Col. J.N. Wheelan, military ataché",Not superior to United States designs,,,,,No,,Sheet1,Belgian combination fuse,Not superior to United States designs,nan,"Col. J.N. Wheelan, military ataché",Investigating,['Explosives'],Explosives,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Enameled canteen,"Rothschild, Meyers, & Co.",Test not recommended,,,,,No,,Sheet1,Enameled canteen,Test not recommended,nan,"Rothschild, Meyers, & Co.",Investigating,[],Other/Unclassified,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Machine gun,H.H. Kryger,Not recommended,,,,,No,,Sheet1,Machine gun,Not recommended,nan,H.H. Kryger,Investigating,"['Artillery', 'Small Arms']",Artillery,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,"Loading cartridges, method",L.M. Snedecor,Ditto,,,,,No,,Sheet1,"Loading cartridges, method",Ditto,nan,L.M. Snedecor,Investigating,[],Other/Unclassified,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Range finder,Jacob Struble,Ditto,,,,,No,,Sheet1,Range finder,Ditto,nan,Jacob Struble,Investigating,['Fortification and Engineering'],Fortification and Engineering,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Cartridge,James B. Murphy,Ditto,,,,,No,,Sheet1,Cartridge,Ditto,nan,James B. Murphy,Investigating,[],Other/Unclassified,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Magneto torpedo,Ditto,Ditto,,,,,No,,Sheet1,Magneto torpedo,Ditto,nan,Ditto,Investigating,['Explosives'],Explosives,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Smokeless noiseless cannon,J.R. Barry,Ditto,,,,,No,,Sheet1,Smokeless noiseless cannon,Ditto,nan,J.R. Barry,Investigating,['Artillery'],Artillery,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Cartridge case,Chas B. Pentz,Ditto,,,,,No,,Sheet1,Cartridge case,Ditto,nan,Chas B. Pentz,Investigating,[],Other/Unclassified,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Dynamite guns,,Discontinuance recommended,,,,,No,,Sheet1,Dynamite guns,Discontinuance recommended,nan,nan,Investigating,[],Other/Unclassified,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Program of mortar firing,Committee of Board,Adopted,,,,,No,,Sheet1,Program of mortar firing,Adopted,nan,Committee of Board,Approved,[],Other/Unclassified,Private,1900,1,0,0,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Rod powder,Emil Gathmann,To be tested,,,,,No,,Sheet1,Rod powder,To be tested,nan,Emil Gathmann,Investigating,['Explosives'],Explosives,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Rapid-fire gun,Z.G. Ward,Not recommended,,,,,No,,Sheet1,Rapid-fire gun,Not recommended,nan,Z.G. Ward,Investigating,['Artillery'],Artillery,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Portable mount for guns,Chas F. Shedd,Ditto,,,,,No,,Sheet1,Portable mount for guns,Ditto,nan,Chas F. Shedd,Investigating,[],Other/Unclassified,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Elevated gun carriage,G.M. Zelger,Ditto,,,,,No,,Sheet1,Elevated gun carriage,Ditto,nan,G.M. Zelger,Investigating,['Artillery'],Artillery,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Projecting dynamite,Wm. B. Kelly,Ditto,,,,,No,,Sheet1,Projecting dynamite,Ditto,nan,Wm. B. Kelly,Investigating,[],Other/Unclassified,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Turntable,E.R. Dodge,Ditto,,,,,No,,Sheet1,Turntable,Ditto,nan,E.R. Dodge,Investigating,[],Other/Unclassified,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Cartridges,McIl. Jenkins,Ditto,,,,,No,,Sheet1,Cartridges,Ditto,nan,McIl. Jenkins,Investigating,[],Other/Unclassified,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Automatic pistols,Wm. M. Douglas,Ditto,,,,,No,,Sheet1,Automatic pistols,Ditto,nan,Wm. M. Douglas,Investigating,[],Other/Unclassified,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Ammunition wristlet,Thos. C. Orndorff,Tested and not recommended,,,,,No,,Sheet1,Ammunition wristlet,Tested and not recommended,nan,Thos. C. Orndorff,Investigating,[],Other/Unclassified,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Cartridge belt support,Capt. J.R.M. Taylor,Ditto,,,,,No,,Sheet1,Cartridge belt support,Ditto,nan,Capt. J.R.M. Taylor,Investigating,[],Other/Unclassified,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Canteen filter,Mrs. C.S. Parker,Ditto,,,,,No,,Sheet1,Canteen filter,Ditto,nan,Mrs. C.S. Parker,Investigating,[],Other/Unclassified,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Cartridge belt,Chas F. Batt,Ditto,,,,,No,,Sheet1,Cartridge belt,Ditto,nan,Chas F. Batt,Investigating,[],Other/Unclassified,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Range Finder,Capt. Geo. O. Squler and Prof. A.C. Crehore,Ditto,,,,,No,,Sheet1,Range Finder,Ditto,nan,Capt. Geo. O. Squler and Prof. A.C. Crehore,Investigating,['Fortification and Engineering'],Fortification and Engineering,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Military motor,F.R. Simons,Filed,,,,,No,,Sheet1,Military motor,Filed,nan,F.R. Simons,Investigating,[],Other/Unclassified,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,"Howell carriage, authority to dismount",Chief of Ordnance,Granted,,,,,No,,Sheet1,"Howell carriage, authority to dismount",Granted,nan,Chief of Ordnance,Approved,['Artillery'],Artillery,Government,1900,1,0,0,Copy of Subjects Considered 1900-1901.xlsx
