BOF Annual Report #,Subject,Proposed By,Action,Subject Details,Sources Cited (Subject),Proposer Details,Sources Cited (Proposer),Recommend Deeper Dive?,Recommendation Reasoning,source_sheet,subject_text,action_text,reasoning_text,proposer_text,status,technology_clusters,primary_cluster,proposer_type,year,is_approved,is_rejected,is_investigating,source_file
BOF.AR.16 ,Allotment for searchlight controllers,Lieut. E. Gottlieb.,,"Searchlight controllers were mechanical or electrical systems designed to aim, direct, or modulate signal lights. Essential for locating enemy ships and torpedo boats at night, acting as communication tools (signal beacons) in coordinated operations, and upporting night battles, including coastal defense installations.",https://en.wikipedia.org/wiki/Searchlight ; https://www.victorysearchlights.com/victory2.html ; https://skylighters.org/the-antiaircraft-artillery-searchlight-story,,,Yes,Early examples of mechanical and electrical fire-control automation.,Sheet1,Allotment for searchlight controllers,nan,Early examples of mechanical and electrical fire-control automation.,Lieut. E. Gottlieb.,Investigating,['Fortification and Engineering'],Fortification and Engineering,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,New breechblock for Crozier 6-inch wiregun,Chief of Ordnance.,,,,,,,,Sheet1,New breechblock for Crozier 6-inch wiregun,nan,nan,Chief of Ordnance.,Investigating,[],Other/Unclassified,Government,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Aerial torpedo,American Projectile Manufacturing Co.,,,,"If the American Projectile Manufacturing Company is the same as the U.S. Projectile Company, then this company merged with E.W. Bliss Company in 1899 which was instrumental in producing early U.S. torpedoes (Bliss-Leavitt torpedo) but these were naval, surface-launched, and not air-dropped designs.",https://blissmunitions.com/about/bliss-munitions-history/ ; https://en.wikipedia.org/wiki/E._W._Bliss_Company,Yes,Depends on if this refers to the right company.,Sheet1,Aerial torpedo,nan,Depends on if this refers to the right company.,American Projectile Manufacturing Co.,Investigating,['Explosives'],Explosives,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Machine gun,Joseph Boeger.,,"""On September 19, 1905, he received a patent for the invention of a new type of machine gun. It is claimed that this gun is more efficient than any other gun now in use, and it seems highly probable that in time its principle will be adopted by many governments.""",https://www.ksgenweb.org/archives/1918ks/biob/boegercj.html,"Prussian-born immigrant who settled in Decatur County, Kansas, where he became a successful farmer, landowner, and community builder, known for his role in constructing schools and supporting local development. A self-taught inventor with interests in mechanics and mathematics.",https://www.ksgenweb.org/archives/1918ks/biob/boegercj.html,Yes,Claimed to have made a more efficient machine gun.,Sheet1,Machine gun,nan,Claimed to have made a more efficient machine gun.,Joseph Boeger.,Investigating,"['Artillery', 'Small Arms']",Artillery,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Projectile for smooth-bore guns,Charles A. Teal.,,"""a number of old smoothbores were rebored to fire rifle projectiles of the various patents which preceded the modern copper rotating band.""",https://www.nps.gov/parkhistory/online_books/source/is3/is3a7.htm,,,Yes,"The switch away from smooth-bores was made by the Board: ""U. S. Ordnance Board recommended the conversion to rifles.""",Sheet1,Projectile for smooth-bore guns,nan,"The switch away from smooth-bores was made by the Board: ""U. S. Ordnance Board recommended the conversion to rifles.""",Charles A. Teal.,Investigating,[],Other/Unclassified,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,System of sighting small arms,Enrique Hast.,,"Most small arms still used mechanical long-gun iron sights, often with adjustable rear notches calibrated for elevation and windage.

Aperture (peep) sights began gaining traction in U.S. and British service rifles, offering faster sighting and improved accuracy.

Optical sights such as reflector and collimator models had been invented around 1900 but were still rarely used on small arms until aircraft and anti-aircraft roles emerged later.",https://outerimpact.com/history-and-evolution-of-iron-sights-a-journey-through-time/ ; https://blog.cheaperthandirt.com/the-history-fixed-and-adjustable-iron-sights/ ; https://hi-luxoptics.com/blogs/history/early-reflex-sights?srsltid=AfmBOooKmkjCEGFPQ6yXfNXu3UCwwfDupbYSqbQ8TVMeqJVkyQMZWKX6&utm_source=chatgpt.com,,,Yes,"Sights allowed for faster target acquisition and better low-light shooting due to the human eye’s natural ability to center objects in a circle. Became a defining feature of U.S. service rifle.

",Sheet1,System of sighting small arms,nan,Sights allowed for faster target acquisition and better low-light shooting due to the human eye’s natural ability to center objects in a circle. Became a defining feature of U.S. service rifle.,Enrique Hast.,Investigating,[],Other/Unclassified,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Projectile,Joseph P. Gaelel.,,,,,,,,Sheet1,Projectile,nan,nan,Joseph P. Gaelel.,Investigating,[],Other/Unclassified,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Saddle,John T. Morgan.,,,,,,,,Sheet1,Saddle,nan,nan,John T. Morgan.,Investigating,[],Other/Unclassified,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Program for test of range finders,Artillery Board.,,,,,,,,Sheet1,Program for test of range finders,nan,nan,Artillery Board.,Investigating,[],Other/Unclassified,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Two-hand mechanism for rapid-fireguns,Bethlehem Steel Co.,,Bethlehem Steel developed a dual-handwheel elevation mechanism (referred to as a two‑hand gear) intended to increase the speed and precision of gun elevation operations.,https://www.usni.org/magazines/proceedings/1906/october/professional-notes ; https://www.usni.org/magazines/proceedings/1907/january/professional-notes?utm_source=chatgpt.com,"A rapidly expanding industrial powerhouse, producing steel, armor plate, naval guns, and structural steel. It was one of the few U.S. companies capable of manufacturing Krupp-process hardened armor, which was essential for modern battleships and coastal fortifications.",https://www.jstor.org/stable/j.ctt5vkdr5,Yes,"Allowed two gunners to simultaneously operate the gun’s traverse or elevation, splitting the workload.",Sheet1,Two-hand mechanism for rapid-fireguns,nan,"Allowed two gunners to simultaneously operate the gun’s traverse or elevation, splitting the workload.",Bethlehem Steel Co.,Investigating,[],Other/Unclassified,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Purchase of horizontal-base range finder,Bethlehem Steel Co.,,,,,,,,Sheet1,Purchase of horizontal-base range finder,nan,nan,Bethlehem Steel Co.,Investigating,['Fortification and Engineering'],Fortification and Engineering,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Range and azimuth transmitter,Bethlehem Steel Co.,,,,,,,,Sheet1,Range and azimuth transmitter,nan,nan,Bethlehem Steel Co.,Investigating,[],Other/Unclassified,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Submarine mines,F. Rossi.,,,,,,,,Sheet1,Submarine mines,nan,nan,F. Rossi.,Investigating,[],Other/Unclassified,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Lifting kite,George P. Graham.,,"Heavy-duty box or multi-cell kites, often flown in trains to elevate payloads—such as personnel, wireless antennas, cameras, or message signals. Before their radio use, kites were used by the United States and other nations' armed forces for observation, aerial photography, and signaling.",https://en.wikipedia.org/wiki/Man-lifting_kite?utm_source ; https://en.wikipedia.org/wiki/Military_radio_antenna_kites,,,Yes,"In coastal or battlefield conditions where telegraph poles or trees were unavailable, kites enabled field communications across miles. This was especially relevant as the U.S. military experimented with wireless radio and heliograph relays.",Sheet1,Lifting kite,nan,"In coastal or battlefield conditions where telegraph poles or trees were unavailable, kites enabled field communications across miles. This was especially relevant as the U.S. military experimented with wireless radio and heliograph relays.",George P. Graham.,Investigating,[],Other/Unclassified,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Gun protection,N. J. Myers.,,,,,,,,Sheet1,Gun protection,nan,nan,N. J. Myers.,Investigating,['Artillery'],Artillery,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Smoke compound as shield,A. C. McGinty.,,,,,,,,Sheet1,Smoke compound as shield,nan,nan,A. C. McGinty.,Investigating,['Armor and Protection'],Armor and Protection,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Smooth-bore rotating cannon,William C. Heitkamp.,,"By the early 1900s, smooth‑bore cannons were considered largely obsolete. Rifled breech-loading cannons offered far greater accuracy and range and were becoming the standard for both field and naval guns. ",https://doughboy.org/hotchkiss-revolving-cannon-the-machine-gun-approaches/,,,No,Became obsolete. ,Sheet1,Smooth-bore rotating cannon,nan,Became obsolete.,William C. Heitkamp.,Investigating,['Artillery'],Artillery,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Flying machine,Alva L. Reynolds.,," “Man Angel” airship was a non-rigid, hydrogen-filled dirigible propelled by oars (akin to a flying rowboat), widely exhibited at fairs and sold as entertainment at the time. The Reynolds Man Angel was propelled by oars. Thirty-four feet long and 14 feet in diameter, Man Angel had a four- by 10-foot wooden gondola, a 3,000-cubic-foot gas envelope, and a weight of only 18 pounds. ",https://welweb.org/ThenandNow/Man_Angel.html ; https://www.smithsonianmag.com/air-space-magazine/thomas-baldwins-aerial-rowboat-could-do-about-4-mph-calm-day-180951407,"Reynolds claimed it could be piloted easily, even by a teenager, and he built several of the “Man Angel” craft for public demonstrations in 1905–06.",https://welweb.org/ThenandNow/Man_Angel.html ; https://www.smithsonianmag.com/air-space-magazine/thomas-baldwins-aerial-rowboat-could-do-about-4-mph-calm-day-180951407,Yes,"Although not adopted by military, represents the U.S. military's first wave of engagement with powered flight. ",Sheet1,Flying machine,nan,"Although not adopted by military, represents the U.S. military's first wave of engagement with powered flight.",Alva L. Reynolds.,Investigating,[],Other/Unclassified,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Device to keep gun trunnions in horizontal plane,Charles W. Pratt.,,,,,,,,Sheet1,Device to keep gun trunnions in horizontal plane,nan,nan,Charles W. Pratt.,Investigating,['Artillery'],Artillery,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Throwing nitro-glycerin,N. Shattuck.,,,,,,,,Sheet1,Throwing nitro-glycerin,nan,nan,N. Shattuck.,Investigating,[],Other/Unclassified,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Stability test of mine commander’s station,Chief of Engineers.,,,,"Brigadier General Alexander Mackenzie  served as Chief of Engineers from May 2, 1904 to March 6, 1908. He was responsible for supervising all Corps of Engineers military and civil projects, coordinating fortification construction and harbor/mine defense systems, and overseeing evaluations of engineering inventions submitted to the War Department",https://en.wikipedia.org/wiki/Alexander_Mackenzie_(engineer) ; https://penelope.uchicago.edu/Thayer/E/Gazetteer/Places/America/United_States/Army/USMA/Cullums_Register/2024%2A.html?utm_source=chatgpt.com,,,Sheet1,Stability test of mine commander’s station,nan,nan,Chief of Engineers.,Investigating,['Explosives'],Explosives,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Tests of Brown and Crozier guns,Gen.J. P. Story.,,,,"John Patten Story (August 25, 1841 – March 25, 1915) was a career U.S. Army officer who served from shortly after the Civil War through 1905–06. He held key artillery and defense posts, including: Commandant of the Army Artillery School (1902–1904) and Chief of Artillery for the U.S. Army (1904–1905) He was a specialist in coastal artillery and harbor defense. ",https://en.wikipedia.org/wiki/John_Patten_Story,,,Sheet1,Tests of Brown and Crozier guns,nan,nan,Gen.J. P. Story.,Investigating,[],Other/Unclassified,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Rafferty range and azimuth transmitter,"American Artillery Range Finder and
Relocator Co.",,,,,,,,Sheet1,Rafferty range and azimuth transmitter,nan,nan,"American Artillery Range Finder and
Relocator Co.",Investigating,[],Other/Unclassified,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Blunt-point projectiles,Lewis Hewitt.,,,,,,,,Sheet1,Blunt-point projectiles,nan,nan,Lewis Hewitt.,Investigating,[],Other/Unclassified,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Burning sulfur in trenches,Fred Ephraim.,,,,,,,,Sheet1,Burning sulfur in trenches,nan,nan,Fred Ephraim.,Investigating,[],Other/Unclassified,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Repeating firearm,R. A. Moore.,,"possible patent: The description outlines a manually operated repeating firearm, with a breech bolt mechanism that cocks, locks, and fires from multiple positions, features a rotating locking sleeve (lever-actuated), supports automatic feeding from a clip-fed magazine.

",https://patents.google.com/patent/US1226566A/en,,,No,"If this is the right weapon, it didn’t introduce a new firing mechanism.",Sheet1,Repeating firearm,nan,"If this is the right weapon, it didn’t introduce a new firing mechanism.",R. A. Moore.,Investigating,[],Other/Unclassified,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Controllable submarine torpedo,"Henry Wenneborg, jr.",,Possibly invented an artificial limb. ,https://patents.google.com/patent/US1009609A/en?inventor=Henry+Wenneborg+Jr,,,,,Sheet1,Controllable submarine torpedo,nan,nan,"Henry Wenneborg, jr.",Investigating,['Explosives'],Explosives,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Projectile,Louis Reidel.,,,,,,,,Sheet1,Projectile,nan,nan,Louis Reidel.,Investigating,[],Other/Unclassified,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Projectile,Homer B. Beale.,,,,,,,,Sheet1,Projectile,nan,nan,Homer B. Beale.,Investigating,[],Other/Unclassified,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Machine gun,Ferdinand Kober.,,,,,,,,Sheet1,Machine gun,nan,nan,Ferdinand Kober.,Investigating,"['Artillery', 'Small Arms']",Artillery,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Multiball projectile,Ed Bellah.,,"Possibly simialr to a canister shot (cylindrical metal can packed with lead or iron balls; dispersed like a giant shotgun blast at close range) or grape shot (similar, but loose spheres often arranged in tiers for anti-personnel use). ",https://www.britannica.com/technology/artillery/Ammunition ; https://npshistory.com/series/interpretive/3/is3d3.htm,,,,,Sheet1,Multiball projectile,nan,nan,Ed Bellah.,Investigating,[],Other/Unclassified,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Projectile,Edward Griffith and Geo. W. Bean.,,,,,,,,Sheet1,Projectile,nan,nan,Edward Griffith and Geo. W. Bean.,Investigating,[],Other/Unclassified,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Claim for expenses of design of Lewis remodeled range finder,"United States Rapid Fire Gun and
Power Co.",,,,,,,,Sheet1,Claim for expenses of design of Lewis remodeled range finder,nan,nan,"United States Rapid Fire Gun and
Power Co.",Investigating,['Fortification and Engineering'],Fortification and Engineering,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Fireman’s life-saving appliance,W. H. Cornell.,,,,,,,,Sheet1,Fireman’s life-saving appliance,nan,nan,W. H. Cornell.,Investigating,[],Other/Unclassified,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Smoke rockets as shield,Edwin S. Jones.,,"While aerial rockets deploying smoke became more common later, the concept of launching smoke-producing devices from ground to create a temporary barrier was emerging. In naval practice, large-scale aerial smokescreens were developed by early 20th century—burning chemicals at sea to hide ships from enemy vision or targeting. ",https://www.vintag.es/2023/07/smokescreen.html?utm_source,,,Yes,"The notion of deploying smoke via rockets was ahead of its time. Later in WWI and especially WWII, smoke rockets became standard issue (e.g., British 2-inch smoke mortars, German Nebelwerfer).",Sheet1,Smoke rockets as shield,nan,"The notion of deploying smoke via rockets was ahead of its time. Later in WWI and especially WWII, smoke rockets became standard issue (e.g., British 2-inch smoke mortars, German Nebelwerfer).",Edwin S. Jones.,Investigating,['Armor and Protection'],Armor and Protection,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Allotmentfor repair of Brown 6-inch wire gun,Gen. J. P. Story.,,,,,,,,Sheet1,Allotmentfor repair of Brown 6-inch wire gun,nan,nan,Gen. J. P. Story.,Investigating,['Artillery'],Artillery,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Purchase of range finder,Bethlehem Steel Co.,,,,,,,,Sheet1,Purchase of range finder,nan,nan,Bethlehem Steel Co.,Investigating,['Fortification and Engineering'],Fortification and Engineering,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Portable searchlight for field artillery,Chief of Artillery.,,,,,,,,Sheet1,Portable searchlight for field artillery,nan,nan,Chief of Artillery.,Investigating,['Fortification and Engineering'],Fortification and Engineering,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Changes in device for training artillery gunners,Chief of Ordnance.,,,,,,,,Sheet1,Changes in device for training artillery gunners,nan,nan,Chief of Ordnance.,Investigating,[],Other/Unclassified,Government,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Program for determining drift of mortar projectiles,Maj. G. N. Whistler.,,,,,,,,Sheet1,Program for determining drift of mortar projectiles,nan,nan,Maj. G. N. Whistler.,Investigating,[],Other/Unclassified,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Report of test of Warner & Swasey 8-foot base range finder,Ordnance Board.,,"Warner & Swasey, founded in 1880 in Cleveland, was a leading U.S. manufacturer of precision optics and military instruments, including rangefinders, gun sights, and telescopes.",https://en.wikipedia.org/wiki/Warner_%26_Swasey_Company?utm_source ; https://case.edu/ech/articles/w/warner-swasey-co?utm_source=chatgpt.com,,,,,Sheet1,Report of test of Warner & Swasey 8-foot base range finder,nan,nan,Ordnance Board.,Investigating,['Fortification and Engineering'],Fortification and Engineering,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Payment for Warner & Swasey 25-foot base range finder,Chief of Ordnance.,,,,,,,,Sheet1,Payment for Warner & Swasey 25-foot base range finder,nan,nan,Chief of Ordnance.,Investigating,['Fortification and Engineering'],Fortification and Engineering,Government,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Balloons and airships,R. J. Montgomery.,,,,,,,,Sheet1,Balloons and airships,nan,nan,R. J. Montgomery.,Investigating,[],Other/Unclassified,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Repeating small arm,Celibat Ceston.,,,,,,,,Sheet1,Repeating small arm,nan,nan,Celibat Ceston.,Investigating,['Small Arms'],Small Arms,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Hard bronze,E. Garczynski.,,,,,,,,Sheet1,Hard bronze,nan,nan,E. Garczynski.,Investigating,[],Other/Unclassified,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Gasoline projectile,R. Shedenhelm.,,,,,,,,Sheet1,Gasoline projectile,nan,nan,R. Shedenhelm.,Investigating,[],Other/Unclassified,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Water jacket for guns,E. B. Mays.,,,,,,,,Sheet1,Water jacket for guns,nan,nan,E. B. Mays.,Investigating,[],Other/Unclassified,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Gasoline shell,Clarence Chronic.,,,,,,,,Sheet1,Gasoline shell,nan,nan,Clarence Chronic.,Investigating,['Explosives'],Explosives,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Hand shell,O. Hjermundrud for N. W. Nasen.,,,,,,,,Sheet1,Hand shell,nan,nan,O. Hjermundrud for N. W. Nasen.,Investigating,['Explosives'],Explosives,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Multicharge shell,V. Fountain.,,,,,,,,Sheet1,Multicharge shell,nan,nan,V. Fountain.,Investigating,['Explosives'],Explosives,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Telescopic sight,W. Braithwaite.,,,,,,,,Sheet1,Telescopic sight,nan,nan,W. Braithwaite.,Investigating,[],Other/Unclassified,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Fortification,Cloyd Dickerson.,,,,,,,,Sheet1,Fortification,nan,nan,Cloyd Dickerson.,Investigating,['Fortification and Engineering'],Fortification and Engineering,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
,Releasing device for horses,Ludwig Merten.,,,,,,,,Sheet1,Releasing device for horses,nan,nan,Ludwig Merten.,Investigating,[],Other/Unclassified,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
,Magnetic torpedo,William Traxler.,,,,,,,,Sheet1,Magnetic torpedo,nan,nan,William Traxler.,Investigating,['Explosives'],Explosives,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
,Revocation of allotment for range and deflection boards,Maj. W. C. Rafferty.,,,,,,,,Sheet1,Revocation of allotment for range and deflection boards,nan,nan,Maj. W. C. Rafferty.,Investigating,[],Other/Unclassified,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
,Chain shot,Edwin C. Pross.,,,,,,,,Sheet1,Chain shot,nan,nan,Edwin C. Pross.,Investigating,[],Other/Unclassified,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
,Gun ,George Kitchingman.,,,,,,,,Sheet1,Gun,nan,nan,George Kitchingman.,Investigating,['Artillery'],Artillery,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
,Wheel for gun carriage,W. H. Murphie.,,,,,,,,Sheet1,Wheel for gun carriage,nan,nan,W. H. Murphie.,Investigating,['Artillery'],Artillery,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
,Powder-pressure testing device,T. B. Magness.,,,,,,,,Sheet1,Powder-pressure testing device,nan,nan,T. B. Magness.,Investigating,['Explosives'],Explosives,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
,Wire cutter,T. B. Magness.,,,,,,,,Sheet1,Wire cutter,nan,nan,T. B. Magness.,Investigating,[],Other/Unclassified,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
,Armored car,John G. Sawyer.,,,,,,,,Sheet1,Armored car,nan,nan,John G. Sawyer.,Investigating,[],Other/Unclassified,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
,Report of test of Morgan saddle,Chief of Ordnance.,,,,,,,,Sheet1,Report of test of Morgan saddle,nan,nan,Chief of Ordnance.,Investigating,[],Other/Unclassified,Government,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
,Payment for range finder,Bethlehem Steel Co.,,,,,,,,Sheet1,Payment for range finder,nan,nan,Bethlehem Steel Co.,Investigating,['Fortification and Engineering'],Fortification and Engineering,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
,Two-hand device for rapid-fireguns,Bethlehem Steel Co.,,,,,,,,Sheet1,Two-hand device for rapid-fireguns,nan,nan,Bethlehem Steel Co.,Investigating,[],Other/Unclassified,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
,Increased cost of 6-pounder semiautomatic gun,Driggs-Seabury Ordnance Corporation.,,"The U.S. Army designated the Driggs‑Seabury weapon as a semi‑automatic variant of the 6‑pounder Mk XI, used both on naval ships and in limited coastal artillery roles. These guns were mounted on parapet or rampart mounts at coastal forts or aboard vessels like USS Olympia, supporting rapid defense against torpedo boats and small attackers. It featured a breech-action that ejected spent cases automatically, then awaited manual chambering of the next round—streamlining reloading. This semi-automatic function differentiated it from purely manual breech-loading designs and improved rate of fire over earlier Armament.",https://military-history.fandom.com/wiki/Driggs-Seabury; https://en.wikipedia.org/wiki/Driggs-Seabury ; https://en.wikipedia.org/wiki/Driggs-Schroeder,"Founded around 1897 by U.S. Navy officers William H. Driggs and Samuel Seabury, alongside Louis Labadie “L. L.” Driggs, the company emerged from the earlier Driggs‑Schroeder Ordnance Company and later reorganized as Driggs‑Seabury Ordnance Corporation. Driggs‑Seabury produced key U.S. Army and Navy artillery designs, notably: The 3‑inch M1898 rapid-fire gun (15-pounder), installed on a distinctive masking-parapet (disappearing) carriage. Approximately 120 units were manufactured, later forming the basis for the U.S. M1918 anti-aircraft gun. Rapid-fire Naval 6-pounder and 3-pounder guns (Marks II, III, and Mark 13), supplied to both Army and Navy for coastal defense roles.",https://en.wikipedia.org/wiki/Driggs-Seabury; https://military-history.fandom.com/wiki/Driggs-Seabury,Yes,"This gun bridged the gap between manual and automatic artillery (however it was quickly eclipsed by better tech).
",Sheet1,Increased cost of 6-pounder semiautomatic gun,nan,This gun bridged the gap between manual and automatic artillery (however it was quickly eclipsed by better tech).,Driggs-Seabury Ordnance Corporation.,Investigating,['Artillery'],Artillery,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
,Transfer of subtarget gun machines,Chief of Ordnance.,,,,,,,,Sheet1,Transfer of subtarget gun machines,nan,nan,Chief of Ordnance.,Investigating,['Artillery'],Artillery,Government,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
,"Benet-Hotchkiss 6-pounder semiautomatic gun, additional
allotment",Chief of Ordnance.,,"A training device designed to help soldiers practice precise aiming without firing live ammunition. Unlike simpler systems like the Hollifield Dotter (which registered aim at close range), the subtarget machine allowed users to aim at distant targets—often 50 feet to 100 yards away—while a needle mechanism recorded the aim on a miniature internal target whenever the trigger was pulled.",https://americansocietyofarmscollectors.org/wp-content/uploads/2019/06/2017-B116-Military-Marksmanship.pdf; https://www.rifleman.org.uk/Wilkinson_sub-target_machine.html,,,Yes,"Allowed extensive training without firing a shot. Instructors could see exactly where the gun was aimed at the moment of trigger pull, helping to identify subtle errors like flinching or poor sight alignment. This made training more analytical and individualized.",Sheet1,"Benet-Hotchkiss 6-pounder semiautomatic gun, additional
allotment",nan,"Allowed extensive training without firing a shot. Instructors could see exactly where the gun was aimed at the moment of trigger pull, helping to identify subtle errors like flinching or poor sight alignment. This made training more analytical and individualized.",Chief of Ordnance.,Investigating,['Artillery'],Artillery,Government,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
,"Disappearing platform for searchlight, additional allotment",Capt. E. H. Schulz.,,"Possibly similar to the counterweight-operated disappearing searchlight towers, used to lower illumination equipment below parapets when inactive in  Battery Steele and Fort Williams in Maine. Purpose was to conceal the searchlight behind parapets when inactive, raise it for operations at night. ",https://cdsg.org/fort-williams-harbor-defenses-of-portland; https://www.silverhawkauthor.com/post/artillery-and-armour-in-the-usa-maine-augusta-bangor-bar-harbor-bath-belfast-bridgton-bowdoin-bowdoinham-brunswick-cape-elizabeth-fort-williams-castine-fort-george-cushing-island-fort-levet-dover-foxcroft,"Captain Schulz took temporary charge of the District in the summer of 1907 in addition to his regular duties as Missouri River District Engineer. Schulz published the first regulations governing the operation of the headwaters dams as multi-purpose reservoirs, which included flood control, water for manufacturing, releases for floating logs, maintenance of a 5-foot channel at St. Paul, and water for occasional steamboat runs between Brainerd and Grand Rapids. He also determined what effect channel maintenance for all navigable rivers in the District would have had on railroad rates.",https://www.mvp.usace.army.mil/About/History/Previous-District-Commanders/Captain-Edward-H-Schulz/,Yes,"Borrowed the core principle of disappearing gun carriages—and extended it to new tech, making advances in concealable infrastructure in modern defense. ",Sheet1,"Disappearing platform for searchlight, additional allotment",nan,"Borrowed the core principle of disappearing gun carriages—and extended it to new tech, making advances in concealable infrastructure in modern defense.",Capt. E. H. Schulz.,Investigating,['Fortification and Engineering'],Fortification and Engineering,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
